text_cleaned,text_tokens,text_stemmed,text_lemmatized,text_removal
dari dulu salah tangkep mulu ini instansi mending main robot2an gk sih,"['dari', 'dulu', 'salah', 'tangkep', 'mulu', 'ini', 'instansi', 'mending', 'main', 'robot2an', 'gk', 'sih']","['dari', 'dulu', 'salah', 'tangkep', 'mulu', 'ini', 'instansi', 'mend', 'main', 'robot2an', 'gk', 'sih']","['dari', 'dulu', 'salah', 'tangkep', 'mulu', 'ini', 'instansi', 'mend', 'main', 'robot2an', 'gk', 'sih']","['salah', 'tangkep', 'mulu', 'instansi', 'mend', 'main', 'robot2an', 'gk', 'sih']"
bjorka bjirrrka,"['bjorka', 'bjirrrka']","['bjorka', 'bjirrrka']","['bjorka', 'bjirrrka']","['bjorka', 'bjirrrka']"
penyidiknya belum nyampe,"['penyidiknya', 'belum', 'nyampe']","['penyidiknya', 'belum', 'nyamp']","['penyidiknya', 'belum', 'nyamp']","['penyidiknya', 'nyamp']"
wkwkwk deddy nyindir fufufafa gak perlu hacker utk menyatakan dia bodoh,"['wkwkwk', 'deddy', 'nyindir', 'fufufafa', 'gak', 'perlu', 'hacker', 'utk', 'menyatakan', 'dia', 'bodoh']","['wkwkwk', 'deddi', 'nyindir', 'fufufafa', 'gak', 'perlu', 'hacker', 'utk', 'menyatakan', 'dia', 'bodoh']","['wkwkwk', 'deddi', 'nyindir', 'fufufafa', 'gak', 'perlu', 'hacker', 'utk', 'menyatakan', 'dia', 'bodoh']","['wkwkwk', 'deddi', 'nyindir', 'fufufafa', 'gak', 'hacker', 'utk', 'bodoh']"
biar keliatan kerja ada hasil jadi laporan spj dana operasional aman gtu loh,"['biar', 'keliatan', 'kerja', 'ada', 'hasil', 'jadi', 'laporan', 'spj', 'dana', 'operasional', 'aman', 'gtu', 'loh']","['biar', 'keliatan', 'kerja', 'ada', 'hasil', 'jadi', 'laporan', 'spj', 'dana', 'operasion', 'aman', 'gtu', 'loh']","['biar', 'keliatan', 'kerja', 'ada', 'hasil', 'jadi', 'laporan', 'spj', 'dana', 'operasion', 'aman', 'gtu', 'loh']","['biar', 'keliatan', 'kerja', 'hasil', 'laporan', 'spj', 'dana', 'operasion', 'aman', 'gtu', 'loh']"
pake ht biar ga di retas,"['pake', 'ht', 'biar', 'ga', 'di', 'retas']","['pake', 'ht', 'biar', 'ga', 'di', 'reta']","['pake', 'ht', 'biar', 'ga', 'di', 'reta']","['pake', 'ht', 'biar', 'ga', 'reta']"
orang bodoh itu ketika mempercayai orang sesat orang indo itu pinter pinter jadi tidak percaya orang sesat tau kan yang sesat siapa,"['orang', 'bodoh', 'itu', 'ketika', 'mempercayai', 'orang', 'sesat', 'orang', 'indo', 'itu', 'pinter', 'pinter', 'jadi', 'tidak', 'percaya', 'orang', 'sesat', 'tau', 'kan', 'yang', 'sesat', 'siapa']","['orang', 'bodoh', 'itu', 'ketika', 'mempercayai', 'orang', 'sesat', 'orang', 'indo', 'itu', 'pinter', 'pinter', 'jadi', 'tidak', 'percaya', 'orang', 'sesat', 'tau', 'kan', 'yang', 'sesat', 'siapa']","['orang', 'bodoh', 'itu', 'ketika', 'mempercayai', 'orang', 'sesat', 'orang', 'indo', 'itu', 'pinter', 'pinter', 'jadi', 'tidak', 'percaya', 'orang', 'sesat', 'tau', 'kan', 'yang', 'sesat', 'siapa']","['orang', 'bodoh', 'mempercayai', 'orang', 'sesat', 'orang', 'indo', 'pinter', 'pinter', 'percaya', 'orang', 'sesat', 'tau', 'sesat']"
kocak temen gw itu bjorka ngakak denegrnya ini cowo bjorka di luarnegrii coy,"['kocak', 'temen', 'gw', 'itu', 'bjorka', 'ngakak', 'denegrnya', 'ini', 'cowo', 'bjorka', 'di', 'luarnegrii', 'coy']","['kocak', 'temen', 'gw', 'itu', 'bjorka', 'ngakak', 'denegrnya', 'ini', 'cowo', 'bjorka', 'di', 'luarnegrii', 'coy']","['kocak', 'temen', 'gw', 'itu', 'bjorka', 'ngakak', 'denegrnya', 'ini', 'cowo', 'bjorka', 'di', 'luarnegrii', 'coy']","['kocak', 'temen', 'gw', 'bjorka', 'ngakak', 'denegrnya', 'cowo', 'bjorka', 'luarnegrii', 'coy']"
jawabanya loh anak punk ngakak polisinya kena prank wkwkw,"['jawabanya', 'loh', 'anak', 'punk', 'ngakak', 'polisinya', 'kena', 'prank', 'wkwkw']","['jawabanya', 'loh', 'anak', 'punk', 'ngakak', 'polisinya', 'kena', 'prank', 'wkwkw']","['jawabanya', 'loh', 'anak', 'punk', 'ngakak', 'polisinya', 'kena', 'prank', 'wkwkw']","['jawabanya', 'loh', 'anak', 'punk', 'ngakak', 'polisinya', 'kena', 'prank', 'wkwkw']"
polisi salah nagkap orang yang di salahin jokowi,"['polisi', 'salah', 'nagkap', 'orang', 'yang', 'di', 'salahin', 'jokowi']","['polisi', 'salah', 'nagkap', 'orang', 'yang', 'di', 'salahin', 'jokowi']","['polisi', 'salah', 'nagkap', 'orang', 'yang', 'di', 'salahin', 'jokowi']","['polisi', 'salah', 'nagkap', 'orang', 'salahin', 'jokowi']"
nangkep bandar judol aja susah masih bnyk keliaran di kolom komen,"['nangkep', 'bandar', 'judol', 'aja', 'susah', 'masih', 'bnyk', 'keliaran', 'di', 'kolom', 'komen']","['nangkep', 'bandar', 'judol', 'aja', 'susah', 'masih', 'bnyk', 'keliaran', 'di', 'kolom', 'komen']","['nangkep', 'bandar', 'judol', 'aja', 'susah', 'masih', 'bnyk', 'keliaran', 'di', 'kolom', 'komen']","['nangkep', 'bandar', 'judol', 'aja', 'susah', 'bnyk', 'keliaran', 'kolom', 'komen']"
jangankan hackeryang jelas2 bandar judol lapor kerugian aja gak di tangkephehhee,"['jangankan', 'hackeryang', 'jelas2', 'bandar', 'judol', 'lapor', 'kerugian', 'aja', 'gak', 'di', 'tangkephehhee']","['jangankan', 'hackeryang', 'jelas2', 'bandar', 'judol', 'lapor', 'kerugian', 'aja', 'gak', 'di', 'tangkephehhe']","['jangankan', 'hackeryang', 'jelas2', 'bandar', 'judol', 'lapor', 'kerugian', 'aja', 'gak', 'di', 'tangkephehhe']","['hackeryang', 'jelas2', 'bandar', 'judol', 'lapor', 'kerugian', 'aja', 'gak', 'tangkephehhe']"
eu sei onde bjorka está,"['eu', 'sei', 'onde', 'bjorka', 'está']","['eu', 'sei', 'ond', 'bjorka', 'está']","['eu', 'sei', 'ond', 'bjorka', 'está']","['eu', 'sei', 'ond', 'bjorka', 'está']"
ilmu lebih berharga dari pada uang mengajarkan ilmu adalah salah satu amal yg tidak terputus pengajar baik menghasilkan murid yg baik suhu angkatlah aku jadi muridmu begitulah kira kirahijihihi,"['ilmu', 'lebih', 'berharga', 'dari', 'pada', 'uang', 'mengajarkan', 'ilmu', 'adalah', 'salah', 'satu', 'amal', 'yg', 'tidak', 'terputus', 'pengajar', 'baik', 'menghasilkan', 'murid', 'yg', 'baik', 'suhu', 'angkatlah', 'aku', 'jadi', 'muridmu', 'begitulah', 'kira', 'kirahijihihi']","['ilmu', 'lebih', 'berharga', 'dari', 'pada', 'uang', 'mengajarkan', 'ilmu', 'adalah', 'salah', 'satu', 'amal', 'yg', 'tidak', 'terputu', 'pengajar', 'baik', 'menghasilkan', 'murid', 'yg', 'baik', 'suhu', 'angkatlah', 'aku', 'jadi', 'muridmu', 'begitulah', 'kira', 'kirahijihihi']","['ilmu', 'lebih', 'berharga', 'dari', 'pada', 'uang', 'mengajarkan', 'ilmu', 'adalah', 'salah', 'satu', 'amal', 'yg', 'tidak', 'terputu', 'pengajar', 'baik', 'menghasilkan', 'murid', 'yg', 'baik', 'suhu', 'angkatlah', 'aku', 'jadi', 'muridmu', 'begitulah', 'kira', 'kirahijihihi']","['ilmu', 'berharga', 'uang', 'mengajarkan', 'ilmu', 'salah', 'amal', 'yg', 'terputu', 'pengajar', 'menghasilkan', 'murid', 'yg', 'suhu', 'angkatlah', 'muridmu', 'kirahijihihi']"
parcok hanya ada di negri dongeng jangankan biorka yang sekilnya tingkat dewa mau di tangkap silvester aja di mata parcok kelabakan betul2 ladusing di film india,"['parcok', 'hanya', 'ada', 'di', 'negri', 'dongeng', 'jangankan', 'biorka', 'yang', 'sekilnya', 'tingkat', 'dewa', 'mau', 'di', 'tangkap', 'silvester', 'aja', 'di', 'mata', 'parcok', 'kelabakan', 'betul2', 'ladusing', 'di', 'film', 'india']","['parcok', 'hanya', 'ada', 'di', 'negri', 'dongeng', 'jangankan', 'biorka', 'yang', 'sekilnya', 'tingkat', 'dewa', 'mau', 'di', 'tangkap', 'silvest', 'aja', 'di', 'mata', 'parcok', 'kelabakan', 'betul2', 'ladus', 'di', 'film', 'india']","['parcok', 'hanya', 'ada', 'di', 'negri', 'dongeng', 'jangankan', 'biorka', 'yang', 'sekilnya', 'tingkat', 'dewa', 'mau', 'di', 'tangkap', 'silvest', 'aja', 'di', 'mata', 'parcok', 'kelabakan', 'betul2', 'ladus', 'di', 'film', 'india']","['parcok', 'negri', 'dongeng', 'biorka', 'sekilnya', 'tingkat', 'dewa', 'tangkap', 'silvest', 'aja', 'mata', 'parcok', 'kelabakan', 'betul2', 'ladus', 'film', 'india']"
jadi inget zaman nonton bob dulu,"['jadi', 'inget', 'zaman', 'nonton', 'bob', 'dulu']","['jadi', 'inget', 'zaman', 'nonton', 'bob', 'dulu']","['jadi', 'inget', 'zaman', 'nonton', 'bob', 'dulu']","['inget', 'zaman', 'nonton', 'bob']"
bener harus di encrypt,"['bener', 'harus', 'di', 'encrypt']","['bener', 'haru', 'di', 'encrypt']","['bener', 'haru', 'di', 'encrypt']","['bener', 'haru', 'encrypt']"
akhirnya podcast om ded mencapai 2kvideo,"['akhirnya', 'podcast', 'om', 'ded', 'mencapai', '2kvideo']","['akhirnya', 'podcast', 'om', 'ded', 'mencapai', '2kvideo']","['akhirnya', 'podcast', 'om', 'ded', 'mencapai', '2kvideo']","['podcast', 'om', 'ded', 'mencapai', '2kvideo']"
polisi modal scroll2 daong,"['polisi', 'modal', 'scroll2', 'daong']","['polisi', 'modal', 'scroll2', 'daong']","['polisi', 'modal', 'scroll2', 'daong']","['polisi', 'modal', 'scroll2', 'daong']"
ladusing salah tangkap kebanggan rakyat kebanggaan jendral ladusing,"['ladusing', 'salah', 'tangkap', 'kebanggan', 'rakyat', 'kebanggaan', 'jendral', 'ladusing']","['ladus', 'salah', 'tangkap', 'kebanggan', 'rakyat', 'kebanggaan', 'jendral', 'ladus']","['ladus', 'salah', 'tangkap', 'kebanggan', 'rakyat', 'kebanggaan', 'jendral', 'ladus']","['ladus', 'salah', 'tangkap', 'kebanggan', 'rakyat', 'kebanggaan', 'jendral', 'ladus']"
bjorka emang salah apa dia cm memebrikan fakta ke rakyat klo penerintah slama ini salah dna bnyk merugikan rakyat,"['bjorka', 'emang', 'salah', 'apa', 'dia', 'cm', 'memebrikan', 'fakta', 'ke', 'rakyat', 'klo', 'penerintah', 'slama', 'ini', 'salah', 'dna', 'bnyk', 'merugikan', 'rakyat']","['bjorka', 'emang', 'salah', 'apa', 'dia', 'cm', 'memebrikan', 'fakta', 'ke', 'rakyat', 'klo', 'penerintah', 'slama', 'ini', 'salah', 'dna', 'bnyk', 'merugikan', 'rakyat']","['bjorka', 'emang', 'salah', 'apa', 'dia', 'cm', 'memebrikan', 'fakta', 'ke', 'rakyat', 'klo', 'penerintah', 'slama', 'ini', 'salah', 'dna', 'bnyk', 'merugikan', 'rakyat']","['bjorka', 'emang', 'salah', 'cm', 'memebrikan', 'fakta', 'rakyat', 'klo', 'penerintah', 'slama', 'salah', 'dna', 'bnyk', 'merugikan', 'rakyat']"
bjorka emang salah apa dia cm memebrikan fakta ke rakyat klo penerintah slama ini salah dna bnyk merugikan rakyat,"['bjorka', 'emang', 'salah', 'apa', 'dia', 'cm', 'memebrikan', 'fakta', 'ke', 'rakyat', 'klo', 'penerintah', 'slama', 'ini', 'salah', 'dna', 'bnyk', 'merugikan', 'rakyat']","['bjorka', 'emang', 'salah', 'apa', 'dia', 'cm', 'memebrikan', 'fakta', 'ke', 'rakyat', 'klo', 'penerintah', 'slama', 'ini', 'salah', 'dna', 'bnyk', 'merugikan', 'rakyat']","['bjorka', 'emang', 'salah', 'apa', 'dia', 'cm', 'memebrikan', 'fakta', 'ke', 'rakyat', 'klo', 'penerintah', 'slama', 'ini', 'salah', 'dna', 'bnyk', 'merugikan', 'rakyat']","['bjorka', 'emang', 'salah', 'cm', 'memebrikan', 'fakta', 'rakyat', 'klo', 'penerintah', 'slama', 'salah', 'dna', 'bnyk', 'merugikan', 'rakyat']"
kurang dari 24 jam penontonya udah 17 juta,"['kurang', 'dari', '24', 'jam', 'penontonya', 'udah', '17', 'juta']","['kurang', 'dari', '24', 'jam', 'penontonya', 'udah', '17', 'juta']","['kurang', 'dari', '24', 'jam', 'penontonya', 'udah', '17', 'juta']","['24', 'jam', 'penontonya', 'udah', '17', 'juta']"
aku sih cukup kasih senyuman aja karena hal kaya gini kan udah umum sejak zaman dulu,"['aku', 'sih', 'cukup', 'kasih', 'senyuman', 'aja', 'karena', 'hal', 'kaya', 'gini', 'kan', 'udah', 'umum', 'sejak', 'zaman', 'dulu']","['aku', 'sih', 'cukup', 'kasih', 'senyuman', 'aja', 'karena', 'hal', 'kaya', 'gini', 'kan', 'udah', 'umum', 'sejak', 'zaman', 'dulu']","['aku', 'sih', 'cukup', 'kasih', 'senyuman', 'aja', 'karena', 'hal', 'kaya', 'gini', 'kan', 'udah', 'umum', 'sejak', 'zaman', 'dulu']","['sih', 'kasih', 'senyuman', 'aja', 'kaya', 'gini', 'udah', 'zaman']"
paling viral 2025 emang dipegang 𝐡𝒂𝙣𝑠𝘪𝘱𝘴𝒍0𝘵 kebanyakan dari kami dapat cuuan gede,"['paling', 'viral', '2025', 'emang', 'dipegang', '𝐡𝒂𝙣𝑠𝘪𝘱𝘴𝒍0𝘵', 'kebanyakan', 'dari', 'kami', 'dapat', 'cuuan', 'gede']","['pale', 'viral', '2025', 'emang', 'dipegang', '𝐡𝒂𝙣𝑠𝘪𝘱𝘴𝒍0𝘵', 'kebanyakan', 'dari', 'kami', 'dapat', 'cuuan', 'gede']","['pale', 'viral', '2025', 'emang', 'dipegang', '𝐡𝒂𝙣𝑠𝘪𝘱𝘴𝒍0𝘵', 'kebanyakan', 'dari', 'kami', 'dapat', 'cuuan', 'gede']","['pale', 'viral', '2025', 'emang', 'dipegang', '𝐡𝒂𝙣𝑠𝘪𝘱𝘴𝒍0𝘵', 'kebanyakan', 'cuuan', 'gede']"
ganti pemimpin om ded di polisi,"['ganti', 'pemimpin', 'om', 'ded', 'di', 'polisi']","['ganti', 'pemimpin', 'om', 'ded', 'di', 'polisi']","['ganti', 'pemimpin', 'om', 'ded', 'di', 'polisi']","['ganti', 'pemimpin', 'om', 'ded', 'polisi']"
ganyampe aja bang pemikiran orangorang atas mah,"['ganyampe', 'aja', 'bang', 'pemikiran', 'orangorang', 'atas', 'mah']","['ganyamp', 'aja', 'bang', 'pemikiran', 'orangorang', 'ata', 'mah']","['ganyamp', 'aja', 'bang', 'pemikiran', 'orangorang', 'ata', 'mah']","['ganyamp', 'aja', 'bang', 'pemikiran', 'orangorang', 'ata', 'mah']"
tadinya kirain cemen stand up comedy indonesia itu wkwkwk,"['tadinya', 'kirain', 'cemen', 'stand', 'up', 'comedy', 'indonesia', 'itu', 'wkwkwk']","['tadinya', 'kirain', 'cemen', 'stand', 'up', 'comedi', 'indonesia', 'itu', 'wkwkwk']","['tadinya', 'kirain', 'cemen', 'stand', 'up', 'comedi', 'indonesia', 'itu', 'wkwkwk']","['kirain', 'cemen', 'stand', 'up', 'comedi', 'indonesia', 'wkwkwk']"
jadi semoga kalian paham apa kinerja ormas itu,"['jadi', 'semoga', 'kalian', 'paham', 'apa', 'kinerja', 'ormas', 'itu']","['jadi', 'semoga', 'kalian', 'paham', 'apa', 'kinerja', 'orma', 'itu']","['jadi', 'semoga', 'kalian', 'paham', 'apa', 'kinerja', 'orma', 'itu']","['semoga', 'paham', 'kinerja', 'orma']"
lawakan apa lagi hadehhh,"['lawakan', 'apa', 'lagi', 'hadehhh']","['lawakan', 'apa', 'lagi', 'hadehhh']","['lawakan', 'apa', 'lagi', 'hadehhh']","['lawakan', 'hadehhh']"
pengalihan isu ijasah palsu,"['pengalihan', 'isu', 'ijasah', 'palsu']","['pengalihan', 'isu', 'ijasah', 'palsu']","['pengalihan', 'isu', 'ijasah', 'palsu']","['pengalihan', 'isu', 'ijasah', 'palsu']"
bang belajar ginian dichanel apa,"['bang', 'belajar', 'ginian', 'dichanel', 'apa']","['bang', 'belajar', 'ginian', 'dichanel', 'apa']","['bang', 'belajar', 'ginian', 'dichanel', 'apa']","['bang', 'belajar', 'ginian', 'dichanel']"
berharap ap seeeh kalian sama polisi wkwkwwkwk,"['berharap', 'ap', 'seeeh', 'kalian', 'sama', 'polisi', 'wkwkwwkwk']","['berharap', 'ap', 'seeeh', 'kalian', 'sama', 'polisi', 'wkwkwwkwk']","['berharap', 'ap', 'seeeh', 'kalian', 'sama', 'polisi', 'wkwkwwkwk']","['berharap', 'ap', 'seeeh', 'polisi', 'wkwkwwkwk']"
malu gk lu polisi,"['malu', 'gk', 'lu', 'polisi']","['malu', 'gk', 'lu', 'polisi']","['malu', 'gk', 'lu', 'polisi']","['malu', 'gk', 'lu', 'polisi']"
polisi emg suka ngelawak,"['polisi', 'emg', 'suka', 'ngelawak']","['polisi', 'emg', 'suka', 'ngelawak']","['polisi', 'emg', 'suka', 'ngelawak']","['polisi', 'emg', 'suka', 'ngelawak']"
polisi bikin malu indonesia aja,"['polisi', 'bikin', 'malu', 'indonesia', 'aja']","['polisi', 'bikin', 'malu', 'indonesia', 'aja']","['polisi', 'bikin', 'malu', 'indonesia', 'aja']","['polisi', 'bikin', 'malu', 'indonesia', 'aja']"
polisinya suruh sekolah dulu,"['polisinya', 'suruh', 'sekolah', 'dulu']","['polisinya', 'suruh', 'sekolah', 'dulu']","['polisinya', 'suruh', 'sekolah', 'dulu']","['polisinya', 'suruh', 'sekolah']"
kyk film accountant yg jadi adeknya ben affleck hacker anak berkebutuhan khusus autis dan keren tonton deh filmnya,"['kyk', 'film', 'accountant', 'yg', 'jadi', 'adeknya', 'ben', 'affleck', 'hacker', 'anak', 'berkebutuhan', 'khusus', 'autis', 'dan', 'keren', 'tonton', 'deh', 'filmnya']","['kyk', 'film', 'account', 'yg', 'jadi', 'adeknya', 'ben', 'affleck', 'hacker', 'anak', 'berkebutuhan', 'khusu', 'auti', 'dan', 'keren', 'tonton', 'deh', 'filmnya']","['kyk', 'film', 'account', 'yg', 'jadi', 'adeknya', 'ben', 'affleck', 'hacker', 'anak', 'berkebutuhan', 'khusu', 'auti', 'dan', 'keren', 'tonton', 'deh', 'filmnya']","['kyk', 'film', 'account', 'yg', 'adeknya', 'ben', 'affleck', 'hacker', 'anak', 'berkebutuhan', 'khusu', 'auti', 'keren', 'tonton', 'deh', 'filmnya']"
plotwisnya dia bjorka,"['plotwisnya', 'dia', 'bjorka']","['plotwisnya', 'dia', 'bjorka']","['plotwisnya', 'dia', 'bjorka']","['plotwisnya', 'bjorka']"
pengalihan isu doang ituj bjorka kw,"['pengalihan', 'isu', 'doang', 'ituj', 'bjorka', 'kw']","['pengalihan', 'isu', 'doang', 'ituj', 'bjorka', 'kw']","['pengalihan', 'isu', 'doang', 'ituj', 'bjorka', 'kw']","['pengalihan', 'isu', 'doang', 'ituj', 'bjorka', 'kw']"
plot twisnya beliau sendiri bjorkanya,"['plot', 'twisnya', 'beliau', 'sendiri', 'bjorkanya']","['plot', 'twisnya', 'beliau', 'sendiri', 'bjorkanya']","['plot', 'twisnya', 'beliau', 'sendiri', 'bjorkanya']","['plot', 'twisnya', 'beliau', 'bjorkanya']"
itulah ketololan pemerintah indonesia,"['itulah', 'ketololan', 'pemerintah', 'indonesia']","['itulah', 'ketololan', 'pemerintah', 'indonesia']","['itulah', 'ketololan', 'pemerintah', 'indonesia']","['ketololan', 'pemerintah', 'indonesia']"
bjorka dia bukan legend tapi cuma gimmick anonim saja saat muncul ada yang claim nangkep dia saya auto gak percaya kalau mau nangkep bjorka sebaiknya tanyakan bapak yang ngelahirin bjorka yaitu budie arie mantan komdigi,"['bjorka', 'dia', 'bukan', 'legend', 'tapi', 'cuma', 'gimmick', 'anonim', 'saja', 'saat', 'muncul', 'ada', 'yang', 'claim', 'nangkep', 'dia', 'saya', 'auto', 'gak', 'percaya', 'kalau', 'mau', 'nangkep', 'bjorka', 'sebaiknya', 'tanyakan', 'bapak', 'yang', 'ngelahirin', 'bjorka', 'yaitu', 'budie', 'arie', 'mantan', 'komdigi']","['bjorka', 'dia', 'bukan', 'legend', 'tapi', 'cuma', 'gimmick', 'anonim', 'saja', 'saat', 'muncul', 'ada', 'yang', 'claim', 'nangkep', 'dia', 'saya', 'auto', 'gak', 'percaya', 'kalau', 'mau', 'nangkep', 'bjorka', 'sebaiknya', 'tanyakan', 'bapak', 'yang', 'ngelahirin', 'bjorka', 'yaitu', 'budi', 'ari', 'mantan', 'komdigi']","['bjorka', 'dia', 'bukan', 'legend', 'tapi', 'cuma', 'gimmick', 'anonim', 'saja', 'saat', 'muncul', 'ada', 'yang', 'claim', 'nangkep', 'dia', 'saya', 'auto', 'gak', 'percaya', 'kalau', 'mau', 'nangkep', 'bjorka', 'sebaiknya', 'tanyakan', 'bapak', 'yang', 'ngelahirin', 'bjorka', 'yaitu', 'budi', 'ari', 'mantan', 'komdigi']","['bjorka', 'legend', 'gimmick', 'anonim', 'muncul', 'claim', 'nangkep', 'auto', 'gak', 'percaya', 'nangkep', 'bjorka', 'ngelahirin', 'bjorka', 'budi', 'ari', 'mantan', 'komdigi']"
kenapa gak sama pacekomputer aja heheh,"['kenapa', 'gak', 'sama', 'pacekomputer', 'aja', 'heheh']","['kenapa', 'gak', 'sama', 'pacekomput', 'aja', 'heheh']","['kenapa', 'gak', 'sama', 'pacekomput', 'aja', 'heheh']","['gak', 'pacekomput', 'aja', 'heheh']"
nangkep siapa maling aja ketangkep warga suruh lepas,"['nangkep', 'siapa', 'maling', 'aja', 'ketangkep', 'warga', 'suruh', 'lepas']","['nangkep', 'siapa', 'male', 'aja', 'ketangkep', 'warga', 'suruh', 'lepa']","['nangkep', 'siapa', 'male', 'aja', 'ketangkep', 'warga', 'suruh', 'lepa']","['nangkep', 'male', 'aja', 'ketangkep', 'warga', 'suruh', 'lepa']"
polisi bisa nangkep hacker zonk polisi rekayasa kasus yoiiiii,"['polisi', 'bisa', 'nangkep', 'hacker', 'zonk', 'polisi', 'rekayasa', 'kasus', 'yoiiiii']","['polisi', 'bisa', 'nangkep', 'hacker', 'zonk', 'polisi', 'rekayasa', 'kasu', 'yoiiiii']","['polisi', 'bisa', 'nangkep', 'hacker', 'zonk', 'polisi', 'rekayasa', 'kasu', 'yoiiiii']","['polisi', 'nangkep', 'hacker', 'zonk', 'polisi', 'rekayasa', 'kasu', 'yoiiiii']"
hanya menutupi malu aja itu,"['hanya', 'menutupi', 'malu', 'aja', 'itu']","['hanya', 'menutupi', 'malu', 'aja', 'itu']","['hanya', 'menutupi', 'malu', 'aja', 'itu']","['menutupi', 'malu', 'aja']"
wkwkwkwkw,['wkwkwkwkw'],['wkwkwkwkw'],['wkwkwkwkw'],['wkwkwkwkw']
polisi terinspirasi dr kasus salah tangkapnya pegi kasus vina yg penting cepattpi tdk tepat,"['polisi', 'terinspirasi', 'dr', 'kasus', 'salah', 'tangkapnya', 'pegi', 'kasus', 'vina', 'yg', 'penting', 'cepattpi', 'tdk', 'tepat']","['polisi', 'terinspirasi', 'dr', 'kasu', 'salah', 'tangkapnya', 'pegi', 'kasu', 'vina', 'yg', 'pent', 'cepattpi', 'tdk', 'tepat']","['polisi', 'terinspirasi', 'dr', 'kasu', 'salah', 'tangkapnya', 'pegi', 'kasu', 'vina', 'yg', 'pent', 'cepattpi', 'tdk', 'tepat']","['polisi', 'terinspirasi', 'dr', 'kasu', 'salah', 'tangkapnya', 'pegi', 'kasu', 'vina', 'yg', 'pent', 'cepattpi', 'tdk']"
hidup pegasus terkutuklah koruptor,"['hidup', 'pegasus', 'terkutuklah', 'koruptor']","['hidup', 'pegasu', 'terkutuklah', 'koruptor']","['hidup', 'pegasu', 'terkutuklah', 'koruptor']","['hidup', 'pegasu', 'terkutuklah', 'koruptor']"
kasuss apa yang sedang ditutupi pemerintah,"['kasuss', 'apa', 'yang', 'sedang', 'ditutupi', 'pemerintah']","['kasuss', 'apa', 'yang', 'sedang', 'ditutupi', 'pemerintah']","['kasuss', 'apa', 'yang', 'sedang', 'ditutupi', 'pemerintah']","['kasuss', 'ditutupi', 'pemerintah']"
siapa setuju polisi saiber di pecat dan gaji mereka di beri pada heker heker terbaik bangsa kan lebih berguna dan lebih hemat untuk apa memelihara orang yang cum liat komputer dan menunggu ada laporan saja terus salah tangkap,"['siapa', 'setuju', 'polisi', 'saiber', 'di', 'pecat', 'dan', 'gaji', 'mereka', 'di', 'beri', 'pada', 'heker', 'heker', 'terbaik', 'bangsa', 'kan', 'lebih', 'berguna', 'dan', 'lebih', 'hemat', 'untuk', 'apa', 'memelihara', 'orang', 'yang', 'cum', 'liat', 'komputer', 'dan', 'menunggu', 'ada', 'laporan', 'saja', 'terus', 'salah', 'tangkap']","['siapa', 'setuju', 'polisi', 'saiber', 'di', 'pecat', 'dan', 'gaji', 'mereka', 'di', 'beri', 'pada', 'heker', 'heker', 'terbaik', 'bangsa', 'kan', 'lebih', 'berguna', 'dan', 'lebih', 'hemat', 'untuk', 'apa', 'memelihara', 'orang', 'yang', 'cum', 'liat', 'komput', 'dan', 'menunggu', 'ada', 'laporan', 'saja', 'teru', 'salah', 'tangkap']","['siapa', 'setuju', 'polisi', 'saiber', 'di', 'pecat', 'dan', 'gaji', 'mereka', 'di', 'beri', 'pada', 'heker', 'heker', 'terbaik', 'bangsa', 'kan', 'lebih', 'berguna', 'dan', 'lebih', 'hemat', 'untuk', 'apa', 'memelihara', 'orang', 'yang', 'cum', 'liat', 'komput', 'dan', 'menunggu', 'ada', 'laporan', 'saja', 'teru', 'salah', 'tangkap']","['setuju', 'polisi', 'saiber', 'pecat', 'gaji', 'heker', 'heker', 'terbaik', 'bangsa', 'berguna', 'hemat', 'memelihara', 'orang', 'cum', 'liat', 'komput', 'menunggu', 'laporan', 'teru', 'salah', 'tangkap']"
abang teguh ngunyah ap sih tiap ngomong penasaran gue,"['abang', 'teguh', 'ngunyah', 'ap', 'sih', 'tiap', 'ngomong', 'penasaran', 'gue']","['abang', 'teguh', 'ngunyah', 'ap', 'sih', 'tiap', 'ngomong', 'penasaran', 'gue']","['abang', 'teguh', 'ngunyah', 'ap', 'sih', 'tiap', 'ngomong', 'penasaran', 'gue']","['abang', 'teguh', 'ngunyah', 'ap', 'sih', 'ngomong', 'penasaran', 'gue']"
percaya akun atas nma bjorka sbodoh itu kh bjorka,"['percaya', 'akun', 'atas', 'nma', 'bjorka', 'sbodoh', 'itu', 'kh', 'bjorka']","['percaya', 'akun', 'ata', 'nma', 'bjorka', 'sbodoh', 'itu', 'kh', 'bjorka']","['percaya', 'akun', 'ata', 'nma', 'bjorka', 'sbodoh', 'itu', 'kh', 'bjorka']","['percaya', 'akun', 'ata', 'nma', 'bjorka', 'sbodoh', 'kh', 'bjorka']"
apakah bjiorka itu merugikan masyrakat indonesia,"['apakah', 'bjiorka', 'itu', 'merugikan', 'masyrakat', 'indonesia']","['apakah', 'bjiorka', 'itu', 'merugikan', 'masyrakat', 'indonesia']","['apakah', 'bjiorka', 'itu', 'merugikan', 'masyrakat', 'indonesia']","['bjiorka', 'merugikan', 'masyrakat', 'indonesia']"
