channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,"Rindu Agus <br><a href=""http://www.youtube.com/results?search_query=%23noagusnoparti"">#noAgusnoparti</a>","Rindu Agus 
#noAgusnoparti",@henhencuy7385,https://yt3.ggpht.com/ytc/AIdro_ntr3al0dPKa8-r79g3Sjs33xSMgrQHWSeaps7Vxz9g4ok=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@henhencuy7385,{'value': 'UC7BXWxTCmiesNHt89GhyHpA'},True,none,0,2020-09-16T01:16:51Z,2020-09-16T01:17:09Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,Keteladanan yang bisa diambil dri podcast ini<br><br>&quot;Selalu menyertakan orang tua dalam segala hal&quot;👍,"Keteladanan yang bisa diambil dri podcast ini

""Selalu menyertakan orang tua dalam segala hal""👍",@106_alisihab2,https://yt3.ggpht.com/ytc/AIdro_moddV3gcWHa61s5skdeDOs0Y25Lb2S1W6jDkiRtJVnlvA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@106_alisihab2,{'value': 'UC_ZH7oyHPhP9qegtxTOgp1A'},True,none,53,2020-09-16T01:16:43Z,2020-09-16T01:16:43Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,the best..,the best..,@Bryan-cr3ke,https://yt3.ggpht.com/ytc/AIdro_lBMNb-A847wYhJ1ewbRbOxx1296KVv0uj7qIvSHYsJ71g=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Bryan-cr3ke,{'value': 'UCGrHtT9WuaIsD4XOltTqgZg'},True,none,0,2020-09-16T01:16:38Z,2020-09-16T01:16:38Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,"Dari awal, tampil di televisi diwawancara Kick Andy sebagai orang berprestasi, jauh sebelum Kang Ridwan Kamil jadi Gubernur, saya sudah simpatik melihatnya. Saat itu ada perasaan yakin, Kang Emil akan jadi sesuatu dengan sikap yang Intelek, santai, cerdas dan sangat menghormati Ibundanya (Saat Wawancarapun Ibunda Kang Emil dihadirkan). Semoga banyak &#39;Kang Emil&#39; generasi selanjutnya mengisi Pemerintahan. Aamiin yaa robbal &#39;aalamiin","Dari awal, tampil di televisi diwawancara Kick Andy sebagai orang berprestasi, jauh sebelum Kang Ridwan Kamil jadi Gubernur, saya sudah simpatik melihatnya. Saat itu ada perasaan yakin, Kang Emil akan jadi sesuatu dengan sikap yang Intelek, santai, cerdas dan sangat menghormati Ibundanya (Saat Wawancarapun Ibunda Kang Emil dihadirkan). Semoga banyak 'Kang Emil' generasi selanjutnya mengisi Pemerintahan. Aamiin yaa robbal 'aalamiin",@yantipriatni1751,https://yt3.ggpht.com/ytc/AIdro_lRwCMVqX7nqkQkLq-G_UiJJEWIrgOUHuQmOwwpttg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@yantipriatni1751,{'value': 'UCXZxW4gYLzXwbzJpQX8NT1Q'},True,none,234,2020-09-16T01:16:02Z,2020-09-16T01:16:02Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,Gubernur aing tea♥,Gubernur aing tea♥,@zalmaanugrah3783,https://yt3.ggpht.com/ytc/AIdro_kpqWCLybgjDFeSxbe6T0KwKjTw5iLyIFz5hObhOD0nPw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@zalmaanugrah3783,{'value': 'UC5D6HiJyOAaQeeKdChVRxvA'},True,none,0,2020-09-16T01:15:58Z,2020-09-16T01:15:58Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,"boro2 nyumbang ilmu,harta,tenaga dll..... yg ada malah birokrasi..... data covid banyak dipalsukan demi mencairkan dana bantuan dr pemerintah.... pihak2 desa juga pesta pora dengan uang bantuan yang seharusnya untuk rakyat justru ditelan sendiri...... dan saya yakin banyak desa2 yg begini diluar sana termasuk di desa saya.... coba ajah yg berasa desa.a senasib kasih like... kita liat sebusuk apa sih sbner.a","boro2 nyumbang ilmu,harta,tenaga dll..... yg ada malah birokrasi..... data covid banyak dipalsukan demi mencairkan dana bantuan dr pemerintah.... pihak2 desa juga pesta pora dengan uang bantuan yang seharusnya untuk rakyat justru ditelan sendiri...... dan saya yakin banyak desa2 yg begini diluar sana termasuk di desa saya.... coba ajah yg berasa desa.a senasib kasih like... kita liat sebusuk apa sih sbner.a",@icewantonugraha4536,https://yt3.ggpht.com/ytc/AIdro_katQiW76tmjnGSd4osamiqUJKlg1OPugKJuASKHpg0zFk=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@icewantonugraha4536,{'value': 'UCCjbrwnzEBDO-6clSAfSt_w'},True,none,0,2020-09-16T01:15:51Z,2020-09-16T01:16:07Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,Bandung punya kang Emil mah nice 😍,Bandung punya kang Emil mah nice 😍,@tikabarbie3281,https://yt3.ggpht.com/Gw2eFg2i7PGp57fKFfxdS8iSfrG4NFXbQubs4qbKUCZj6MjeVb_p7zx82D-c6ExvaFtmt4yeCA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@tikabarbie3281,{'value': 'UCABK6vGrjVtRTVE6zLMZ4MA'},True,none,0,2020-09-16T01:15:45Z,2020-09-16T01:15:45Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,Mantap kang emil 👍,Mantap kang emil 👍,@kevinyerikho6264,https://yt3.ggpht.com/ytc/AIdro_mXNqHgl06wAhGDO-CpwykdPBk70DBkOFd-qkYtPAKRrYE=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@kevinyerikho6264,{'value': 'UC2vWavPzgYPC2hQ8GH6hw2g'},True,none,2,2020-09-16T01:14:02Z,2020-09-16T01:14:02Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,Om.. undang pak anies om,Om.. undang pak anies om,@sekarindahnuradiani8970,https://yt3.ggpht.com/ytc/AIdro_nT484BFytCdjdT31c-HNFu13cC7B8PK7CTaEXFnuY=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@sekarindahnuradiani8970,{'value': 'UCDlvzwIzSqEzORleuhzG-8Q'},True,none,0,2020-09-16T01:11:05Z,2020-09-16T01:11:05Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,Bang. Tolong juga pak dekan fakultas teknik industri universitas muslim Indonesia bahas masalah relwan atau yang berkaitan dengan covid.,Bang. Tolong juga pak dekan fakultas teknik industri universitas muslim Indonesia bahas masalah relwan atau yang berkaitan dengan covid.,@husnisyamsuri1262,https://yt3.ggpht.com/ytc/AIdro_lnGNXSdj0jGnr0vwMLfcEWQ1vY4uW2o-Eu-aRkyaS_j4c=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@husnisyamsuri1262,{'value': 'UCkaE_7dlIiVnoU4sZpuTOoA'},True,none,0,2020-09-16T01:08:34Z,2020-09-16T01:08:34Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,Undang ahok bahas pertamina,Undang ahok bahas pertamina,@muzthafakamal9784,https://yt3.ggpht.com/ytc/AIdro_kCSWPVTAwamCXcmxWq55GzVbMuGC6SGt3ngbXBxtBMFg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@muzthafakamal9784,{'value': 'UCRcIWy3vALuaK-fQUpcua9A'},True,none,1,2020-09-16T01:08:11Z,2020-09-16T01:08:11Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,Dr Andani Eka Putra,Dr Andani Eka Putra,@wirj1704,https://yt3.ggpht.com/ytc/AIdro_kuryr2i-ToykqFu0WHC2penkN8qVV63ilZ9MDoXbo=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@wirj1704,{'value': 'UCgt4KSSIQpk-HV6tdvc9T1A'},True,none,0,2020-09-16T01:07:07Z,2020-09-16T01:07:07Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,drink every time kang emil minta maaf,drink every time kang emil minta maaf,@korennii2049,https://yt3.ggpht.com/ziVT_eHMQ3kuaVOM2C-MhgDo7TflsVqF4k0AVng5Y3KgOxeoTYb4vAiJvMcGnMITqBTHABSmEg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@korennii2049,{'value': 'UCRfht3NeqFGQQyvKBm3Vpkw'},True,none,0,2020-09-16T01:07:01Z,2020-09-16T01:07:01Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,Om dedy apal teu the meaning &quot;ngajoprak&quot; teh apa? 😁,"Om dedy apal teu the meaning ""ngajoprak"" teh apa? 😁",@estifazia1514,https://yt3.ggpht.com/ytc/AIdro_lqYLZubu7JsobU715SUEgEi53Cnri6W3ySX2VSTQz9bZE=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@estifazia1514,{'value': 'UCcADMjAqOO8Bv7q2uofbpgA'},True,none,20,2020-09-16T01:03:52Z,2020-09-16T01:03:52Z
